type;question;answer;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Использует ли таблицы для хранения данных, база данных MongoDB?;" Нет. Для хранения данных вместо таблиц, MongoDB использует ""Коллекции"" (collections).";;;;;;;;;;;;;;;;;;;;;;
MongoDB;Какие преимущества MongoDB?;" Основные возможности MongoDB:      Документо-ориентированное хранилище (простая и мощная JSON-подобная схема данных)     Достаточно гибкий язык для формирования запросов     Динамические запросы     Полная поддержка индексов     Профилирование запросов     Быстрые обновления ""на месте""     Эффективное хранение двоичных данных больших объёмов, напр., фото и видео     Журналирование операций, модифицирующих данные в БД     Поддержка отказоустойчивости и масштабируемости: асинхронная репликация, набор реплик и шардинг     Может работать в соответствии с парадигмой MapReduce     Имеет распределенный доступ к данным, расположенных на нескольких серверах   ";;;;;;;;;;;;;;;;;;;;;;
MongoDB;Какие недостатки MongoDB?  ;"       Недостатки:      Отсутствует оператор ""join"". Обычно данные могут быть организованы более денормализованным способом, но на разработчиков ложится дополнительная нагрузка по обеспечению непротиворечивости данных.     Нет такого понятия, как ""транзакция"". Атомарность гарантируется только на уровне целого документа, т.е. частичное обновление документа произойти не может.     Отсутствует понятие ""изоляции"". Любые данные, которые считываются одним клиентом, могут параллельно изменяться другим клиентом.     Менее чем более стабильна, не рекомендовано использовать в биллинге     Требовательна к ресурсам - память и место на диске ";;;;;;;;;;;;;;;;;;;;;;
MongoDB;Что такое пространство имен в MongoDB?; Пространство имен в MongoDB это конкатенация имени базы данных и названия коллекции. Для например school.students, где school - имя базы данных и students - название коллекции.;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Что такое репликация?; Репликация - это процесс синхронизации данных между несколькими серверами. Позволяет добиться большей масштабируемости, и повысить доступность и сохранность данных. Репликация также позволяет восстанавливать даные после сбоя аппаратного обеспечения. С помощью дополнительных копий данных, вы можете выделить один сервер для аварийного восстановления, отчетности или резервного копирования. MongoDB поддерживает 2 формы репликации:      реплисеты(Replica Sets )     ведущий-ведомый(Master-Slave). ;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Поддерживает ли MongoDB ограничения внешнего ключа(foreign key)?  ;Нет;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Как мы можем достичь primary key - foreign key отношения в MongoDB?;"По умолчанию MongoDB не поддерживает primary key - foreign key отношения. Тем не менее, мы можем достичь этой концепции путем встраивания одного документа внутри другого. Для например документ ""адрес"" может быть встроен внутри документа ""клиент"".";;;;;;;;;;;;;;;;;;;;;;
MongoDB;Объясните структуру ObjectID в MongoDB.; ObjectID ето 12-байт типа BSON, имеющий следующую структуру:.      Первые 4 байта, представляющие секунды с эпохи Unix      Следующие 3 байта являются идентификатором машины     Следующие 2 байта являются идентификатором процесса     Последние 3 байта ето случайная величина счетчика:   MongoDB использует ObjectID как значение по умолчанию поля _id каждого документа, который генерируется во время создания любого документа. ObjectID делает все поля _id уникальными. Для создания нового ObjectID используется следующий код: NewObjectId = ObjectId();;;;;;;;;;;;;;;;;;;;;;
MongoDB;Если удалить документ из базыданных, удалится ли он с диска?; Да. Удаление документа из базы данных приведет к его удалению с диска.;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Что такое индексы в MongoDB?; Индексы - ето специальная структура данных, которая хранит небольшую часть набора данных. Индекс сохраняет значение конкретного поля или набора полей, упорядоченых по величине поля, как указано в индексе.  Индексы поддерживать эффективное выполнение запросов. Без индексов, MongoDB должна сканировать каждый документ коллекции, чтобы выбрать те документы, которые соответствуют оператору запроса. Это сканирование крайне неэффективно и требует от  MongoDB обработки большого объема данных. Индексы в MongoDB работают схожим образом с индексами в реляционных базах данных: они ускоряют выборку и сортировку данных. Индексы создаются с помощью ensureIndex.  ;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Сколько индексов создается по умолчанию в MongoDB для новой коллекции?  ;По умолчанию, MongoDB создает только _id для каждой коллекции.;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Что такое скрытый запрос в MongoDB?;В соответствии с официальной документации MongoDB, скрытый запрос ето запрос в котором:      все поля в запросе являются частью индекса используемого в запросе     все поля в запросе возвращаются в том же индексе ;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Поддерживает ли MongoDB поиск текста?;Да. MongoDB поддерживает создание текстовых индексов для поддержки поиска текста внутри строки. Эта функция, была введена в версии 2.6.;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Какая команда позволяет получить все индексы определенной коллекции?;db.collections.getIndexes();;;;;;;;;;;;;;;;;;;;;;
MongoDB;Что такое Шардинг в MongoDB?;       Шардинг - это подход к масштабируемости, когда отдельные части данных хранятся на разных серверах. Шардинг решает проблему горизонтального масштабирования. Примитивный пример: хранить данные пользователей, чьё имя начинается на буквы A-M на одном сервере, а остальных - на другом.;;;;;;;;;;;;;;;;;;;;;;
MongoDB;По умолчанию, MongoDB пишет и читает данные из primary и secondary наборов реплик. Правда ето или ложь?; Ложь. MongoDB записывает данные только в primary набор реплик.;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Почему MongoDB не является предпочтительным решением для 32-битных систем?;При работе с 32-разрядной сборкой MongoDB, общий размер хранилища для сервера, включая данные и индексы, составляет 2 гигабайта. По этой причине, не рекомендуеться развертывать MongoDB для продакшина на 32-разрядных машинах. Если вы используете 64-разрядную сборку MongoDB, практически нет никаких ограничений на размер хранилища.;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Какая команда,позволяет проверить, являетесь ли вы на главном сервере или нет?;db.isMaster();;;;;;;;;;;;;;;;;;;;;;
MongoDB;Что такое GridFS?; GridFS - это спецификация, определённая в базе данных MongoDB для хранения и извлечения файлов, размер которых превышает 16 Мб. Такое ограничение размера обусловлено использованием в MongoDB формата BSON. Согласно спецификации GridFS файл разбивается на несколько фрагментов (англ. chunks), каждый из которых не может быть больше, чем 255 Кб. Каждый такой фрагмент хранится как отдельный файл и к нему может быть осуществлён доступ как к отдельному файлу. Для обеспечения корректной сборки разбитого на фрагменты файла GridFS хранит коллекцию метаданных - отдельных файлов, содержащих информацию о хранящихся в файловой системе документах.  ;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Что такое Map/Reduce?; Map/Reduce - это подход к обработке больших объемов данных, который состоит из двух фаз: Map - предварительная обработка входных данных и Reduce - обработка тем или иным способом выборки, полученной на стадии Map. Map/Reduce не является свойством исключительно NoSQL-решений. Аналогичным образом можно работать с большими объемами данных и в РСУБД. Но большинство NoSQL-систем (за исключением, может быть, самых простых key-value хранилищ) реализуют Map/Reduce в том или ином виде. Map/Reduce имеет два серьёзных преимущества по сравнению с традиционными решениями. Первое и самое главное преимущество - это производительность. Теоретически MapReduce может быть распараллелен, что позволяет обрабатывать огромные массивы данных на множестве ядер/процессоров/машин. Это пока не является преимуществом MongoDB. Вторым преимуществом MapReduce является возможность описывать обработку данных нормальным кодом. По сравнению с тем, что можно сделать с помощью SQL, возможности кода внутри MapReduce намного богаче и позволяют расширить рамки возможного даже без использования специализированных решений.;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Как создать/удалить коллекцию в MongoDB?; db.createCollection(name,options) - для создания коллекции в MongoDB db.collection.drop() - для удаления коллекции в MongoDB;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Какова роль профайлера в MongoDB?; Профайлера базы данных MongoDB показывает рабочие характеристики каждой операции с базой данных. Для примера вы можете найти запросы с помощью профилировщика которие на самом деле медленнее, чем они должны быть. Профайлер MongoDB можно включить с помощью следующего вызова: db.setProfilingLevel(2) чтобы выключить профайлер, нужно повторно вызвать setProfileLevel, только передав 0 в качестве аргумента.  ;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Какая команда позволяет вставить документ?; database.collection.insert(document) - для вставки документа в колекцию.;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Приведите пример использования индекса в MongoDB.;db.COOLECTION_NAME.ensureIndex({ KEY : 1 });;;;;;;;;;;;;;;;;;;;;;
MongoDB;Какой метод вернёт список всех документов в колекции? ;db.unicorns.find();;;;;;;;;;;;;;;;;;;;;;
MongoDB;Что такое селекторы запросов в MongoDB?;Селектор - это JSON-объект, в простейшем случае это может быть даже {}, что означает выборку всех документов (аналогичным образом работает null). Селектор запросов MongoDB аналогичен предложению where SQL-запроса. Как таковой он используется для поиска, подсчёта, обновления и удаления документов из коллекций.;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Что вы знаете об обновлении/вставке в MongoDB?; Один из приятных сюрпризов операции обновления - это возможность обновления/вставки (upsert от update - обновить и insert - вставить) Обновление/вставка обновляет документ, если он найден, или создаёт новый - если не найден. Обновление/вставка - полезная вещь в некоторых случаях когда столкнётесь с подобным, сразу поймёте. Чтобы разрешить вставку при обновлении, установите третий параметр в true. Пример из жизни - счётчик посещений для веб-сайта. Если мы хотим в реальном времени видеть количество посещений страницы, мы должны посмотреть, существует ли запись, и - в зависимости от результата - выполнить update либо insert.;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Что вы знаете об  условных оператораторах в MongoDB?  ;В MongoDB в запросах можно использовать условные:      $gt - больше чем     $lt - меньше чем     $gte  - больше или равно     $lte - меньше или равно     $ne  - извлекает все документы, не соответствующие некоторому условию     $or - определяет набор пар ключ-значение, которые должны иметься в документе. И если документ имеет хоть одну такую пару ключ-значение, то он соответствует данному запросу и извлекается из бд     $size - используется для нахождения документов, в которых массивы имеют число элементов, равным значению $size     $exists - позволяет извлечь только те документы, в которых определенный ключ присутствует или отсутствует     $regex - задает регулярное выражение, которому должно соответствовать значение поля  Поиск по массивам и операторы $in, $nin, $all      $in - определяет массив возможных выражений и ищет те ключи, значение которых имеется в массиве     $nin - определяет массив возможных выражений и ищет те ключи, значение которых отсутствует в этом массиве     $all - похож на $in: он также определяет массив возможных выражений, но требует, чтобы документы имели весь определяемый набор выражений ;;;;;;;;;;;;;;;;;;;;;;
MongoDB;Как удалить документ в MongoDB?;"Для удаления документов в MongoDB предусмотрен метод remove: db.users.remove({name: ""Tom""})";;;;;;;;;;;;;;;;;;;;;;
Тестирование. JUNIT.;Чем стаб (stub) отличается от мока (mock)?;"Stub - объекты, которые предоставляют заранее заготовленные ответы на вызовы во время выполнения теста и обычно не отвечающие ни на какие другие вызовы, которые не требуются в тесте. Также могут запоминать какую-то дополнительную информацию о количестве вызовов, параметрах и возвращать их потом тесту для проверки. Используется для ""затычки"" сервисов, методов, классов и т.д. Абсолютно все равно что они вернут при работе или сколько раз произойдет вызов. Mock - объекты, которые заменяют реальный объект в условиях теста и позволяют проверять вызовы своих членов как часть системы или unit-теста. Содержат заранее запрограммированные ожидания вызовов, которые они ожидают получить. Применяются в основном для т.н. interaction (behavioral) testing. Используется для подмены результатов вызова функций в юнит тестах (важен результат), для учета количества вызовов функций и просто ожидания их вызовов. Используется в области Assert юнит теста. ";;;;;;;;;;;;;;;;;;;;;;
Тестирование. JUNIT.;Что такое unit testing?;Модульное тестирование или unit testing - процесс проверки на корректность функционирования отдельных частей исходного кода программы путем запуска тестов в искусственной среде.;;;;;;;;;;;;;;;;;;;;;;
Тестирование. JUNIT.;Что такое Фикстуры?;Фикстура (Fixture) - состояние среды тестирования, которое требуется для успешного выполнения тестового метода. Может быть представлено набором каких-либо объектов, состоянием базы данных, наличием определенных файлов, соединений и проч.;;;;;;;;;;;;;;;;;;;;;;
Тестирование. JUNIT.;Какие есть аннотации фикстур?;Предусмотрено четыре аннотации фикстур - две для фикстур уровня класса и две для фикстур уровня метода.      @BeforeClass - запускается только один раз при запуске теста.     @Before - запускается перед каждым тестовым методом.     @After - запускается после каждого метода.     @AfterClass - запускается после того, как отработали все тестовые методы. ;;;;;;;;;;;;;;;;;;;;;;
Тестирование. JUNIT.;Для чего нужна Аннотация @Ignore?;Аннотация @Ignore заставляет инфраструктуру тестирования проигнорировать данный тестовый метод. Аннотация предусматривает наличие комментария о причине игнорирования теста, полезного при следующем к нему обращении.;;;;;;;;;;;;;;;;;;;;;;
Тестирование. JUNIT.;Что такое интеграционные тесты?; Интеграционные тесты - это тесты, проверяющие работоспособность двух или более модулей системы, но в совокупности - то есть нескольких объектов как единого блока.;;;;;;;;;;;;;;;;;;;;;;
Log4j.;Из чего состоит логгер?; Любой регистратор событий состоит из трех элементов:      cобственно регистрирующего - logger      направляющего вывод - appender      форматирующего вывод - layout.  ;;;;;;;;;;;;;;;;;;;;;;
Log4j.;Какие есть уровни сообщении в log4j?; Приоритетов может быть ШЕСТЬ (log4j1.2.*):      FATAL - произошла фатальная ошибка - у этого сообщения наивысший приоритет     ERROR - в программе произошла ошибка     WARN - предупреждение в программе что-то не так     INFO - информация.     DEBUG - детальная информация для отладки     TRACE– трассировка всех сообщений в указанный аппендер  OFF< TRACE< DEBUG< INFO< WARN< ERROR< FATAL< ALL;;;;;;;;;;;;;;;;;;;;;;
Log4j.;Что такое Appender?; Вывод регистратора может быть направлен в различные места назначения: файл, консоль и т. д. Каждому из них соответствует класс, реализующий интерфейс org.apache.log4j.Appender. Кроме того, вывод в базу данных можно произвести с помощью класса JDBCAppender, в журнал событий ОС - NTEventLogAppender, на SMTP-сервер - SMTPAppender. Если логгер - это та точка, откуда уходят сообщения в коде, то аппендер - это та точка, куда они приходят в конечном итоге. Например, файл или консоль. Список таких точек, поддерживаемых Log4J:      консоль      файлы (несколько различных типов)      JDBC      темы (topics) JMS      NT Event Log      SMTP      Сокет      Syslog      Telnet      любой java.io.Writer или java.io.OutputStream.   ;;;;;;;;;;;;;;;;;;;;;;
Log4j.;Какие основные аппендеры Log4j?; Основными аппендерами, использующимися наиболее широко, являются файловые аппендеры. Их есть несколько типов:      org.apache.log4j.FileAppender     org.apache.log4j.RollingFileAppender     org.apache.log4j.DailyRollingFileAppender  ;;;;;;;;;;;;;;;;;;;;;;
Log4j.;Что такое Layout?; Вывод регистратора может иметь различный формат. Каждый формат представлен классом, производным от Layout. Все методы класса Layout предназначены только для создания подклассов.      org.apache.log4j.SimpleLayout - наиболее простой вариант. На выходе читается уровень вывода и сообщение.     org.apache.log4j.HTMLLayout - данный компоновщик форматирует сообщения в виде HTML-страницы.     org.apache.log4j.xml.XMLLayout - формирует сообщения в виде XML.     org.apache.log4j.PatternLayout и org.apache.log4j.EnhancedPatternLayout используют шаблонную строку для форматирования выводимого сообщения.  ;;;;;;;;;;;;;;;;;;;;;;
UML.;Что такое UML?;Унифицированный язык моделирования (Unified Modeling Language) - графический язык визуализации, специфицирования, конструирования и документирования программного обеспечения.;;;;;;;;;;;;;;;;;;;;;;
UML.;Что такое Нотации и метамодель в UML?; Нотация - совокупность графических объектов, которые используются в моделях. В качестве примера на диаграмме показано, как в нотации диаграммы класса определяют понятия и предметы типа «класс», «ассоциацция»,«множественность» и т. д. Метамодель - диаграмма, определяющая нотацию. Метамодель помогает понять, что такое хорошо организованная, т. е. синтаксически правильная, модель. ;;;;;;;;;;;;;;;;;;;;;;
UML.;Какие есть типы диаграмм?;" Структурные диаграммы:      диаграммы классов (class diagrams) предназначены для моделирования структуры объектно-ориентированных приложений - классов, их атрибутов и заголовков методов, наследования, а также связей классов друг с другом      диаграммы компонент (component diagrams) используются при моделировании компонентной структуры распределенных приложений  внутри каждая компонента может быть реализована с помощью множества классов      диаграммы объектов (object diagrams) применяются для моделирования фрагментов работающей системы, отображая реально существующие в runtime экземпляры классов и значения их атрибутов      диаграммы композитных структур (composite structure diagrams) используются для моделирования составных структурных элементов моделей - коопераций, композитных компонент и т.д.      диаграммы развертывания (deployment diagrams) предназначены для моделирования аппаратной части системы, с которой ПО непосредственно связано (размещено или взаимодействует)      диаграммы пакетов (package diagrams) служат для разбиения объемных моделей на составные части, а также (традиционно) для группировки классов моделируемого ПО, когда их слишком много.  Поведенческие диаграммы:      диаграммы активностей (activity diagrams) используются для спецификации бизнес-процессов, которые должно автоматизировать разрабатываемое ПО, а также для задания сложных алгоритмов      диаграммы случаев использования(use case diagrams) предназначены для ""вытягивания"" требований из пользователей, заказчика и экспертов предметной области      диаграммы конечных автоматов (state machine diagrams) применяются для задания поведения реактивных систем      диаграммы взаимодействий (interaction diagrams):     диаграммы последовательностей (sequence diagrams) используются для моделирования временных аспектов внутренних и внешних протоколов ПО      диаграммы схем взаимодействия (interaction overview diagrams) служат для организации иерархии диаграмм последовательностей      диаграммы коммуникаций (communication diagrams) являются аналогом диаграмм последовательностей, но по-другому изображаются (в привычной, графовой, манере)      временные диаграммы (timing diagrams) являются разновидностью диаграмм последовательностей и позволяют в наглядной форме показывать внутреннюю динамику взаимодействия некоторого набора компонент системы.  Основные понятия. К основным понятиям UML относятся:      сущности - абстракции, являющиеся основными элементами модели      отношения - связывают различные сущности      диаграммы - группируют представляющие интерес совокупности сущностей.   ";;;;;;;;;;;;;;;;;;;;;;
UML.;Какие отношение обобщения реализуется при наследовании классов.; Реализацией (Realization) называется отношение между классификаторами (классами, интерфейсами), при котором один описывает контракт (интерфейс сущности), а другой гарантирует его выполнение. Ассоциация (Association) показывает, что объект одного класса связан с объектом другого класса и отражает некоторое отношение между ними. Агрегация - ассоциация, моделирующая взаимосвязь «часть/целое» между классами, которые в то же время могут быть равноправными. Оба класса при этом находятся на одном концептуальном уровне, и ни один не является более важным, чем другой. ;;;;;;;;;;;;;;;;;;;;;;
XML.;Что такое XML?;XML(eXtensible Markup Language - расширяемый язык разметки) - текстовый формат, предназначенный для хранения структурированных данных (взамен существующих файлов баз данных), для обмена информацией между программами, а также для создания на его основе более специализированных языков разметки (например, XHTML).;;;;;;;;;;;;;;;;;;;;;;
XML.;Как определяется корректность XML-документа?;Корректность XML-документа определяют следующие два компонента:      синтаксическая корректность (well-formed) - то есть соблюдение всех синтаксических правил XML      действительность (valid) - то есть данные соответствуют некоторому набору правил, определенных пользователем  правила определяют структуру и формат данных в XML. Валидность XML-документа определяется наличием DTD или XML-схемы (XSD) и соблюдением правил, которые там приведены.   ;;;;;;;;;;;;;;;;;;;;;;
XML.;Чем well-formed XML отличается от valid?; Отличие:      well-formed XML - тот, который пропускается парсером     valid XML - тот, который пропускается парсером И валидатором   ;;;;;;;;;;;;;;;;;;;;;;
XML.;Что такое пространство имен?; Пространство имен (namespace) - введено для разделения наборов элементов с соответствующими правилами, описанными схемой. Пространство имен объявляется с помощью атрибута xmlns и префикса, который используется для элементов из данного пространства.  ;;;;;;;;;;;;;;;;;;;;;;
XML.;Что такое простые типы в XSD?; Элементы, которые не имеют атрибутов и дочерних элементов, называются простыми и должны иметь простой тип данных. Существуют стандартные простые типы, например string (представляет строковое значение), boolean (логическое значение), integer (целое значение), float (значение с плавающей точкой), ID (уникальный идентификатор), gYear (год) и др.;;;;;;;;;;;;;;;;;;;;;;
XML.;Что такое сложныетипы в XSD?;Элементы, содержащие в себе атрибуты и/или дочерние элементы, называются сложными. Сложные элементы создаются с помощью элемента complexType. Так же, как и в простом типе атрибут name задает имя типа.;;;;;;;;;;;;;;;;;;;;;;
XML.;Какие элементы и атрибуты XSD Вы знаете? Кратко опишите их.;"Ниже приведён список  элементов и атрибутов ХСД:      schema - корневой элемент любой схемы XML. Может содержать несколько атрибутов, например версию схемы.     xmlns - каждый элемент схемы имеет стандартный префикс xs: (или xsd:, может быть использован любой префикс), который связан с пространством имен схемы XML (xmlns) путем объявления: xmlns:xsd=""http://www.w3.org/2001/XMLSchema"".     element - элементы объявляются с помощью элемента element. Например, order - это элемент, который в документе выглядит как <order id=""1234"" date=""11/08/2013"" total_amount=""93.48"">.     type - элемент может иметь простой тип, например string, decimal, long или double (type=""xs:long"") или сложный (type=""customer"").     minOccurs, maxOccurs - определяет минимальное или максимальное количество появлений типа. Может быть положительным целым числом или иметь значение unbounded, которое говорит о том, что верхней границы нет.     complexType - определяет комплексный тип, имеющий собственные элементы, подэлементы и атрибуты. Элемент типа complexType может содержать другие элементы типа complexType. Например, комплексный тип order содержит другой комплексный элемент.     sequence - элемент может содержать другие элементы, которые называются элементами-потомками. Элемент такого типа указывает, что элементы-потомки должны следовать в цепочке. Каждый потомок может встречаться от 0 до неограниченного количества раз.     attribute - комплексный тип может иметь один или несколько атрибутов, которые определены с помощью элементов типа attribute. Тип orderLine имеет два атрибута: item и quantity.     choice - используется для указания, что может присутствовать только один набор элементов.     complexContent - комплексный тип может расширять или ограничивать другой комплексный тип с помощью элемента типа complexContent.     extension - элемент такого типа расширяет существующий элемент типа simpleType или complexType.   ";;;;;;;;;;;;;;;;;;;;;;
XML.;Какие существуют XML парсеры?; Существуют SAX, DOM, JDOM парсеры. А STAX, TRAX, XPATH  - это API для работы с ними.;;;;;;;;;;;;;;;;;;;;;;
XML.;Что такое XPath?;XPath (XML Path Language) - это язык запросов  который предназначен для произвольного обращения к частям XML или XHTML документа. В документе всегда имеется корневой элемент. У элемента дерева всегда существуют предки (кроме корневого элемента, у которого предков нет) и могут существовать потомки. Каждый элемент дерева находится на определенном уровне вложенности. У элементов на одном уровне бывают предыдущие и следующие за ним элементы. Строка XPath - это фактически путь к элементу в дереве, где каждый уровень разделяется косой чертой «/». В результате обработки выражения XPath получается объект, который может быть:      набор узлов (node-set) - неупорядоченный набор узлов без дубликатов     булево значение (boolean) - true или false     число (number) - число с плавающей точкой     строка (string) - последовательность UCS символов   ;;;;;;;;;;;;;;;;;;;;;;
XML.;Что такое XQuery?;XQuery - это универсальный язык запросов к XML-данным, содержащий средства как для выборки, так и для трансформации XML-данных. XQuery синтаксически похож на SQL, его набор ключевых слов включает в себя FOR, LET, WHERE, ORDER BY или RETURN. С помощью XQuery можно выполнять сложные запросы, создавая сложные условия или упорядочивая результаты.  ;;;;;;;;;;;;;;;;;;;;;;
XML.;Каким парсером можно сделать изменения в XML структуре и сохранить в файл?; Изменение можно сделать с помощью DOM  и XPATH.;;;;;;;;;;;;;;;;;;;;;;
XML.;Кратко опишите DOM, SAX, StAX анализаторы.; DOM (Document Object Model - объектная модель документов) - платформенно-независимый программный интерфейс, позволяющий программами скриптам управлять содержимым документов HTML и XML, а также изменять их структуру и оформление. Модель DOM не накладывает ограничений на структуру документа. Любой документ известной структуры с помощью DOM может быть представлен в виде дерева узлов, каждый узел которого содержит элемент, атрибут, текстовый, графический или любой другой объект. Узлы связаны между собой отношениями родитель-потомок. SAX (Simple API for XML) базируется на модели последовательной одноразовой обработки и не создает внутренних деревьев. При прохождении по XML вызывает соответствующие методы у классов, реализующих интерфейсы, предоставляемые SAX-парсером. StAX (Streaming API for XML) не создает дерево объектов в памяти, но, в отличие от SAX-парсера, за переход от одной вершины XML к другой отвечает приложение, которое запускает разбор документа.  ;;;;;;;;;;;;;;;;;;;;;;
